OID,FID_,X,Y,BCE_Kawhia
506,506,1767312.199644742,5783432.165693219,0.591924998
507,507,1767423.143832613,5783430.781234093,0.632758628
508,508,1767438.360628363,5783420.452864607,0.729970605
509,509,1767729.442133044,5783413.81860601,0.315000001
510,510,1767453.542535931,5783415.514375619,0.848680001
511,511,1757612.269138719,5783595.014725894,0.729313734
512,512,1767721.470303866,5783394.03737747,0.512240737
513,513,1757001.457457524,5783597.567418167,1.312429519
514,514,1757052.671803057,5783596.579993211,2.656658242
515,515,1767713.796981598,5783384.014932408,0.678880006
516,516,1756981.568005842,5783587.978574223,1.343865219
517,517,1759873.055872659,5783531.94025777,-0.223264149
518,518,1767689.224671075,5783374.75598397,0.579509089
519,519,1756949.858919559,5783578.617908133,1.454525025
520,520,1756965.617139522,5783578.314217512,1.333820534
521,521,1767529.893924498,5783368.72464035,0.632881515
522,522,1757576.332594356,5783573.838103801,0.224265454
523,523,1759888.422785392,5783511.694201618,-0.131036362
524,524,1760101.159478316,5783507.514974179,0.080740742
525,525,1756934.792873122,5783562.569973576,1.424601757
526,526,1757485.253041792,5783548.338312273,1.716575001
527,527,1757524.648570669,5783547.576156343,-0.230056605
528,528,1757469.302167144,5783538.675056697,1.334900015
529,529,1757506.776207486,5783540.443103641,0.296097408
